source,time_since_cmd,x,y,z
odom,11.10298474,8.805108209041935,-1.5349529936844046,-0.6365821469411367
cmd_pose,11.107988144,20.0,0.0,0.0
odom,11.152364574,8.846936121824793,-1.5351183855081652,-0.6226216622917141
odom,11.203860248,8.889341080085536,-1.5340701406360187,-0.6090735738562296
cmd_pose,11.208381942,20.0,0.0,0.0
odom,11.252815816,8.932402981548144,-1.5318389468757632,-0.5958869175496895
odom,11.304447572,8.976227727695868,-1.528444363191526,-0.5830502933402992
cmd_pose,11.308368674,20.0,0.0,0.0
odom,11.353286129,9.020880490081906,-1.5239146407416162,-0.5705128335104112
odom,11.404623535,9.066465363545667,-1.5182645074195058,-0.5582725778391989
cmd_pose,11.408597212,20.0,0.0,0.0
odom,11.453961991,9.113025137809652,-1.5115214950368414,-0.5462812990477797
odom,11.50451734,9.160655542622521,-1.5036974620633523,-0.5345494562833168
cmd_pose,11.508639733,20.0,0.0,0.0
odom,11.555305496,9.209378300534029,-1.4948180638901856,-0.5230322891489222
odom,11.60581486,9.259281673338029,-1.484891893163279,-0.5117545600754054
cmd_pose,11.608473981,20.0,0.0,0.0
odom,11.655625843,9.310365755362351,-1.4739419057320942,-0.5006760611015608
cmd_pose,11.707444027,20.0,0.0,0.0
odom,11.711112978,9.36271123537163,-1.4619733604021339,-0.48983812597861687
odom,11.761357646,9.416399847824886,-1.4489442213952237,-0.4792267122821609
cmd_pose,11.807920907,20.0,0.0,0.0
odom,11.812744545,9.471370222426678,-1.4349223002431262,-0.46887253826372033
odom,11.861689593,9.52773755583076,-1.4198629004608039,-0.4587878080227128
cmd_pose,11.90827355,20.0,0.0,0.0
odom,11.91330722,9.5853921709167,-1.403819367595093,-0.4490020449110187
odom,11.962954626,9.644444300708603,-1.386758950810389,-0.4395592825729511
cmd_pose,12.007617007,20.0,0.0,0.0
odom,12.013072278,9.704738690931936,-1.3687228485630505,-0.4304863635242622
odom,12.062665226,9.76637545959216,-1.3496937976681258,-0.4218578253325592
cmd_pose,12.107654808,20.0,0.0,0.0
odom,12.114616876,9.82916303668089,-1.3297008883421049,-0.4136963882167951
odom,12.163656851,9.893170480728987,-1.3087537577776063,-0.406103976651255
cmd_pose,12.207303017,20.0,0.0,0.0
odom,12.213355343,9.958175393945938,-1.286873377687046,-0.39909729428751833
odom,12.263206879,10.024005237205232,-1.264181094266838,-0.3927990263049911
cmd_pose,12.308384504,20.0,0.0,0.0
odom,12.314473232,10.090391184694534,-1.240724440978073,-0.3872155245246036
odom,12.363840844,10.157087197129439,-1.2166647502223737,-0.38247047335625806
cmd_pose,12.409008546,20.0,0.0,0.0
odom,12.414618037,10.22386688212713,-1.1920437937749537,-0.3785588126399145
odom,12.464425141,10.290569130563007,-1.1669921064907405,-0.3755954865082328
cmd_pose,12.50899963,20.0,0.0,0.0
odom,12.516067688,10.357045730435829,-1.141520931792714,-0.37356980445579396
odom,12.564475346,10.42320488936705,-1.115733301533462,-0.3725859987385551
cmd_pose,12.608989375,20.0,0.0,0.0
odom,12.616663591,10.488948129366674,-1.0896192401160272,-0.3726319776235194
odom,12.666830699,10.554231973841633,-1.0632603137928807,-0.37380309438162024
cmd_pose,12.707869484,20.0,0.0,0.0
odom,12.717071648,10.618985291601888,-1.0366343711842079,-0.3760892077273633
odom,12.765999138,10.68313321707107,-1.0098352399114403,-0.37956967504051
cmd_pose,12.807707447,20.0,0.0,0.0
odom,12.81606069,10.746610014165451,-0.9828456048674139,-0.3842340913447839
odom,12.866067585,10.80869790286929,-0.9560599126593341,-0.3900073236868219
cmd_pose,12.907359684,20.0,0.0,0.0
odom,12.916124293,10.869282899867095,-0.9295619933387579,-0.39682284264237755
odom,12.966319369,10.928070103725908,-0.9047464581033722,-0.4042282464231891
cmd_pose,13.008687096,20.0,0.0,0.0
odom,13.016347794,10.985255194502429,-0.8820493121218133,-0.41204351723451904
odom,13.067393242,11.040629680582962,-0.8614041895059695,-0.42021307370272165
cmd_pose,13.107279613,20.0,0.0,0.0
odom,13.118476931,11.094406468382763,-0.8426217862436626,-0.4287761728956162
odom,13.166876149,11.146470755979484,-0.8256564758337068,-0.437611930649819
cmd_pose,13.207225735,20.0,0.0,0.0
odom,13.217329313,11.197057020313713,-0.8103638455873845,-0.44676524248440186
odom,13.267083967,11.246123859456445,-0.7966806120500314,-0.4561238166011039
cmd_pose,13.307811258,20.0,0.0,0.0
odom,13.319903103,11.29389939904322,-0.7844832755597542,-0.4657575664069796
odom,13.36803399,11.340385553219688,-0.7737080206481999,-0.4755626392676226
cmd_pose,13.407464031,20.0,0.0,0.0
odom,13.418387214,11.38578521343918,-0.7642491691760841,-0.4856238704214126
odom,13.470129579,11.430122703514176,-0.7560338744252596,-0.49585581441902543
cmd_pose,13.507708899,20.0,0.0,0.0
odom,13.518897981,11.473563382918185,-0.7489576326526343,-0.506355220643884
odom,13.569380985,11.516146216282047,-0.7429546757065993,-0.5170532062122097
cmd_pose,13.607335279,20.0,0.0,0.0
odom,13.618954076,11.55800234776343,-0.7379351656829286,-0.5280461876200452
odom,13.669344112,11.59918030571286,-0.7338466946864535,-0.5392807962462768
cmd_pose,13.707327958,20.0,0.0,0.0
odom,13.718921396,11.639780439844031,-0.7306157555465392,-0.550846474978912
odom,13.769662143,11.679856607202197,-0.7282038108434619,-0.5627048818297966
cmd_pose,13.807354369,20.0,0.0,0.0
odom,13.819741368,11.719481970701349,-0.7265522909166314,-0.5749346834161616
odom,13.870324473,11.758711939559648,-0.7256346882803245,-0.5875119260581666
cmd_pose,13.908028277,20.0,0.0,0.0
