source,time_since_cmd,x,y,z,qx,qy,qz,qw,vx,vy,vz,ax,ay,az
odom,2.921565026,0.0003899466248624915,2.8777522449691263e-05,-9.037482956547695,-0.0008182151969491551,-0.0007500038356735066,-0.007453198885408199,0.9999716085192182,0.0004836104284731699,-0.0005618796068691859,0.25892145320838045,0.0,0.0,0.0
mpu,2.92239754,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.01,-0.01,9.735
odom,2.972364011,0.0003931384436168574,2.1254977606229242e-05,-9.024851604907774,-0.0008272279130928422,-0.0007240889453223855,-0.007429989772698126,0.9999717929227587,0.0004555797522214711,-0.0005620086745404703,0.2548163726280284,0.0,0.0,0.0
cmd_pose,3.000996807,0.0,0.0,-8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
odom,3.022493425,0.00039596497559434734,1.3672244474789964e-05,-9.012409744916901,-0.0008343904347029746,-0.0006979431891446649,-0.007408097044396483,0.9999719679901472,0.00042734165939969416,-0.0005625040927749232,0.25073117361262093,0.0,0.0,0.0
mpu,3.022902351,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.03,-0.005,9.745000000000001
odom,3.072408159,0.0003983487413318654,5.969591969772183e-06,-9.000174444694839,-0.0008386369915211724,-0.0006715980743682969,-0.007386027305683458,0.9999721457344013,0.0004006248020019276,-0.0005613174320357466,0.24677069110250088,0.0,0.0,0.0
cmd_pose,3.100364874,0.0,0.0,-8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
odom,3.124219342,0.000400676212121122,-1.5953608201807388e-06,-8.988112666558003,-0.0008401642263783835,-0.0006451726728860172,-0.007365120835920587,0.999972316052483,0.000377492446822822,-0.0005570118541763095,0.2429699042657393,0.0,0.0,0.0
mpu,3.125024574,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.01,-0.015,9.735
odom,3.182346323,0.00040277842786290023,-9.124043000593335e-06,-8.976231689969454,-0.0008373987591163308,-0.0006187211861296617,-0.007344350623339909,0.9999724878522076,0.00035720399486245723,-0.0005499192437716367,0.23942670076902486,0.0,0.0,0.0
cmd_pose,3.199987016,0.0,0.0,-8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
odom,3.231232325,0.00040455140531721855,-1.6474475576908334e-05,-8.964511167685423,-0.0008303340311072282,-0.0005923285843972854,-0.007324239422408374,0.9999726572307506,0.00033469170104660805,-0.0005407635598415637,0.23601418177890282,0.0,0.0,0.0
mpu,3.231602056,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.01,0.01,9.73
odom,3.282546032,0.00040609304443206025,-2.3570725095867612e-05,-8.952943103929071,-0.0008192891014821046,-0.0005660634072414757,-0.0073047261559991816,0.9999728242874268,0.00031280369681904887,-0.0005279715067164149,0.23288509880769825,0.0,0.0,0.0
cmd_pose,3.300036497,0.0,0.0,-8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mpu,3.331596817,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.02,-0.015,9.75
odom,3.332015838,0.0004073255002125418,-3.0181894549034176e-05,-8.941510241981899,-0.000804681382149477,-0.000540003008419365,-0.007285682191400499,0.9999729894950313,0.0002917384468687766,-0.0005107931900586544,0.23000854707494853,0.0,0.0,0.0
odom,3.381282958,0.00040850666963774163,-3.4789274701090144e-05,-8.930270684999577,-0.000797945805650619,-0.0005139227611495951,-0.00725138682422647,0.9999732579199367,0.0002721742632193139,-0.00047487877922430783,0.22672355722058152,0.0,0.0,0.0
cmd_pose,3.39969715,0.0,0.0,-8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mpu,3.43154849,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.02,-0.005,10.02
odom,3.431909568,0.0004095423362258305,-3.829960447901944e-05,-8.919372944197336,-0.0007974910854167631,-0.00048703483429383504,-0.007203132444712772,0.9999736204960723,0.0002523130525439382,-0.0004325818853509615,0.2213724272257654,0.0,0.0,0.0
odom,3.481754432,0.00041037448276521596,-4.342244866623219e-05,-8.908683015669984,-0.0007911316148620176,-0.0004600411076484131,-0.0071812704334478575,0.9999737955706184,0.0002315772843069418,-0.0004281943925098446,0.21587616240208188,0.0,0.0,0.0
cmd_pose,3.499257272,0.0,0.0,-8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mpu,3.532130085,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.01,-0.03,9.935
odom,3.533220904,0.0004107216827924313,-5.035384026606796e-05,-8.89814238777837,-0.0007806687663674619,-0.00043316436211792537,-0.007163854100716663,0.9999739407201251,0.0002101655903594716,-0.0004542333376360187,0.2123050087142691,0.0,0.0,0.0
odom,3.582807475,0.0004107336684144506,-5.76478038319529e-05,-8.887672457748687,-0.000766408484232513,-0.0004070407940110884,-0.007155263950511044,0.9999740242294426,0.00018895534015419212,-0.0004681742868796146,0.21010502065001205,0.0,0.0,0.0
cmd_pose,3.599999542,0.0,0.0,-8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
odom,3.633132487,0.0004103573911334413,-6.412221204546672e-05,-8.877236926016593,-0.0007492208201619408,-0.00038166362379409523,-0.00714638157117622,0.9999741107806142,0.0001697868072388971,-0.00045608819955596117,0.2090540960994029,0.0,0.0,0.0
mpu,3.63354017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.02,-0.025,9.89
